eventCode,teamNumber,name,year
CODE,5493,Judges' Award,2022
MIWOO,5498,Industrial Design Award sponsored by General Motors,2022
MILIV,5498,Team Spirit Award,2022
TXDRI,5503,District Event Winner,2022
MITVC,5504,District Event Finalist,2022
MITVC,5504,Imagery Award in honor of Jack Kamen,2022
MIWAL,5505,District Event Finalist,2022
MIWAL,5505,Industrial Design Award sponsored by General Motors,2022
MIESC,5505,Entrepreneurship Award,2022
MIKE2,5509,District Chairman's Award,2022
MIMID,5509,Entrepreneurship Award,2022
NCGRE,5511,District Chairman's Award,2022
ZHHA,5516,Creativity Award sponsored by Rockwell Automation,2022
MILAN,5517,District Event Finalist,2022
MITVC,5525,District Event Finalist,2022
CAAV,5526,Regional Winners,2022
CAAV,5526,Wildcard,2022
QCMO1,5528,Regional Finalists,2022
QCMO2,5528,Regional Finalists,2022
QCMO1,5528,Team Spirit Award,2022
MIWOO,5531,Creativity Award sponsored by Rockwell Automation,2022
MILAK,5535,Gracious Professionalism Award,2022
MISJO,5535,Gracious Professionalism Award,2022
MIKET,5538,District Event Winner,2022
MIWAL,5538,District Event Finalist,2022
MIWAL,5538,Gracious Professionalism Award,2022
MIESC,5547,District Event Winner,2022
DC326,5549,District Event Finalist,2022
ISDE4,5554,Autonomous Award sponsored by Ford,2022
MIWOO,5555,District Event Winner,2022
FLOR,5557,Industrial Design Award sponsored by General Motors,2022
MISAL,5559,District Event Winner,2022
MABOS,5563,District Event Winner,2022
MAREA,5563,District Event Winner,2022
MIJAC,5567,District Engineering Inspiration Award,2022
TXDRI,5572,District Event Finalist,2022
TXCMP2,5572,Industrial Design Award sponsored by General Motors,2022
TXAUS,5572,Creativity Award sponsored by Rockwell Automation,2022
TXDRI,5572,Autonomous Award sponsored by Ford,2022
MIDET,5577,District Chairman's Award,2022
AUSC,5584,Regional Finalists,2022
CHCMP,5587,Regional Chairman's Award,2022
DC319,5587,District Chairman's Award,2022
DC312,5587,District Event Winner,2022
WASAM,5588,Entrepreneurship Award,2022
WASNO,5588,Entrepreneurship Award,2022
MIMID,5603,Team Spirit Award,2022
NCGUI,5607,District Event Finalist,2022
MICMP3,5612,District Championship Winner,2022
MISAL,5612,Entrepreneurship Award,2022
TXWAC,5613,Autonomous Award sponsored by Ford,2022
ISDE3,5614,District Chairman's Award,2022
ISDE1,5614,District Engineering Inspiration Award,2022
ISCMP,5614,Entrepreneurship Award,2022
NJBRI,5624,Gracious Professionalism Award,2022
GACOL,5632,Creativity Award sponsored by Rockwell Automation,2022
ISDE2,5635,Judges' Award,2022
ISDE4,5635,Entrepreneurship Award,2022
MILIV,5641,Judges' Award,2022
ISCMP,5654,Quality Award,2022
MILIV,5660,District Event Finalist,2022
MILIV,5660,Excellence in Engineering Award,2022
TUIS2,5665,Judges' Award,2022
OHCL,5667,FIRST Dean's List Finalist Award,2022
MIGUL,5675,District Event Winner,2022
MIGUL,5675,Excellence in Engineering Award,2022
MIWMI,5675,Gracious Professionalism Award,2022
MICMP3,5675,Creativity Award sponsored by Rockwell Automation,2022
WAAHS,5683,Quality Award,2022
MABOS,5687,District Event Finalist,2022
NECMP2,5687,Innovation in Control Award,2022
MABOS,5687,Innovation in Control Award,2022
MELEW,5687,Innovation in Control Award,2022
MNDU,5690,Innovation in Control Award,2022
CADA,5700,Team Spirit Award,2022
MIFOR,5704,Judges' Award,2022
MILAN,5704,Imagery Award in honor of Jack Kamen,2022
MXTO,5705,Regional Chairman's Award,2022
MXTO,5705,Woodie Flowers Finalist Award,2022
MIMID,5712,District Chairman's Award,2022
MIMIL,5712,District Engineering Inspiration Award,2022
MIMID,5712,District Event Winner,2022
MICMP2,5712,Gracious Professionalism Award,2022
MIESC,5714,District Event Finalist,2022
MIESC,5714,Team Spirit Award,2022
ISCMP,5715,District Championship Finalist,2022
DC320,5724,District Engineering Inspiration Award,2022
VA305,5724,District Event Winner,2022
DC320,5724,District Event Finalist,2022
NCCMP,5727,Regional Chairman's Award,2022
NCGUI,5727,District Chairman's Award,2022
NCASH,5727,District Event Winner,2022
SCAN,5727,Gracious Professionalism Award,2022
NCASH,5727,Innovation in Control Award,2022
NECMP1,5735,District Championship Finalist,2022
NYLI,5736,Woodie Flowers Finalist Award,2022
PACA,5740,FIRST Dean's List Finalist Award,2022
MIDET,5756,District Event Finalist,2022
MISAL,5756,Imagery Award in honor of Jack Kamen,2022
NVLV,5800,FIRST Dean's List Finalist Award,2022
NVLV,5800,Woodie Flowers Finalist Award,2022
MOKC,5801,Regional Finalists,2022
MOKC,5801,Quality Award,2022
NEWTON,5804,Championship Division Winner,2022
DC320,5804,District Event Winner,2022
CHCMP,5804,District Championship Finalist,2022
VA305,5804,District Event Finalist,2022
VA305,5804,Excellence in Engineering Award,2022
NEWTON,5804,Creativity Award sponsored by Rockwell Automation,2022
NYNY,5806,Regional Winners,2022
NYNY,5806,Wildcard,2022
MOKC3,5809,Regional Winners,2022
MOKC3,5809,Wildcard,2022
OHCL,5811,FIRST Dean's List Finalist Award,2022
MAREA,5813,District Event Winner,2022
MELEW,5813,District Event Winner,2022
MAREA,5813,Innovation in Control Award,2022
MELEW,5813,Autonomous Award sponsored by Ford,2022
CAFR,5817,FIRST Dean's List Finalist Award,2022
CAFR,5817,Regional Winners,2022
CAFR,5817,Woodie Flowers Finalist Award,2022
CAFR,5817,Wildcard,2022
CAPH,5817,Gracious Professionalism Award,2022
CAFR,5817,Gracious Professionalism Award,2022
CAAV,5818,Innovation in Control Award,2022
WASAM,5827,District Event Winner,2022
WASAM,5827,Autonomous Award sponsored by Ford,2022
TXPAS,5829,Excellence in Engineering Award,2022
DC326,5830,Judges' Award,2022
DC305,5830,Imagery Award in honor of Jack Kamen,2022
FLWP,5842,Team Spirit Award,2022
NECMP2,5846,District Championship Winner,2022
NECMP,5846,District Championship Winner,2022
MAWOR,5846,Imagery Award in honor of Jack Kamen,2022
ILCH,5847,Creativity Award sponsored by Rockwell Automation,2022
NVLV,5851,Team Spirit Award,2022
CASD,5851,Team Spirit Award,2022
TXAMA,5866,Gracious Professionalism Award,2022
CAAV,5869,Imagery Award in honor of Jack Kamen,2022
IDBO,5871,Judges' Award,2022
LAKE,5872,Regional Finalists,2022
LAKE,5872,Team Spirit Award,2022
MXTO,5874,Creativity Award sponsored by Rockwell Automation,2022
AUSC,5876,Regional Winners,2022
AUSC,5876,Gracious Professionalism Award,2022
NYTR,5881,Regional Finalists,2022
NYTR,5881,Gracious Professionalism Award,2022
MXMO,5887,Regional Finalists,2022
OKTU,5889,Innovation in Control Award,2022
MRCMP,5895,District Championship Winner,2022
NJTAB,5895,District Event Winner,2022
PAHAT,5895,District Event Winner,2022
NJTAB,5895,Quality Award,2022
PAHAT,5895,Quality Award,2022
ROEBLING,5895,Quality Award,2022
GACMP,5900,Regional Engineering Inspiration Award,2022
GADAL,5900,District Engineering Inspiration Award,2022
GACAR,5900,Entrepreneurship Award,2022
MIWOO,5901,Quality Award,2022
WILA,5903,Regional Winners,2022
WILA,5903,Wildcard,2022
MITRY,5907,Judges' Award,2022
MIMIL,5907,Entrepreneurship Award,2022
TXPAS,5908,Innovation in Control Award,2022
MNDU2,5913,Regional Winners,2022
NDGF,5913,Quality Award,2022
WILA,5914,Creativity Award sponsored by Rockwell Automation,2022
WASPO,5920,Team Spirit Award,2022
TXPAS,5923,District Event Finalist,2022
MIROC,5926,District Event Finalist,2022
MIMCC,5926,Autonomous Award sponsored by Ford,2022
MIROC,5926,Imagery Award in honor of Jack Kamen,2022
MICMP2,5926,Imagery Award in honor of Jack Kamen,2022
WABON,5937,Team Spirit Award,2022
ROEBLING,5940,Championship Division Winner,2022
CAMB,5940,Regional Winners,2022
CAFR,5940,Regional Finalists,2022
ROEBLING,5940,Entrepreneurship Award,2022
CAFR,5940,Innovation in Control Award,2022
CAMB,5940,Autonomous Award sponsored by Ford,2022
WASNO,5941,District Event Finalist,2022
MXMO,5948,Regional Winners,2022
ISDE4,5951,Industrial Design Award sponsored by General Motors,2022
ISCMP,5951,Gracious Professionalism Award,2022
ISDE2,5951,Quality Award,2022
MAWOR,5962,Gracious Professionalism Award,2022
ORWIL,5970,Judges' Award,2022
ORORE,5975,Team Spirit Award,2022
MIWMI,5980,District Chairman's Award,2022
MISJO,5980,Entrepreneurship Award,2022
AUSC,5985,Regional Chairman's Award,2022
TURING,5985,Engineering Inspiration Award,2022
TXPA2,5986,District Event Winner,2022
ISDE2,5987,District Event Winner,2022
ISDE4,5987,District Event Finalist,2022
ISDE4,5987,Excellence in Engineering Award,2022
ISDE2,5987,Innovation in Control Award,2022
ISDE4,5990,District Event Winner,2022
TUIS,5993,Woodie Flowers Finalist Award,2022
MILAK,6002,District Engineering Inspiration Award,2022
NCGRE,6004,Team Spirit Award,2022
NCPEM,6004,Imagery Award in honor of Jack Kamen,2022
TUIS2,6014,FIRST Dean's List Finalist Award,2022
TUIS2,6014,Entrepreneurship Award,2022
TUIS3,6014,Imagery Award in honor of Jack Kamen,2022
NYLI,6024,Regional Engineering Inspiration Award,2022
NYLI,6024,FIRST Dean's List Finalist Award,2022
CARVER,6024,Gracious Professionalism Award,2022
TUIS,6025,Regional Engineering Inspiration Award,2022
TUIS,6025,Regional Finalists,2022
TUIS3,6025,Regional Finalists,2022
MIMID,6033,District Event Finalist,2022
MIWAL,6033,Quality Award,2022
AUSC,6035,FIRST Dean's List Finalist Award,2022
AUSC,6035,Team Spirit Award,2022
IDBO,6036,Regional Winners,2022
IDBO,6036,Autonomous Award sponsored by Ford,2022
AUSC,6050,Judges' Award,2022
ARLI,6055,Team Spirit Award,2022
MILIV,6057,District Event Winner,2022
TUIS,6064,Regional Winners,2022
MIKE2,6073,Imagery Award in honor of Jack Kamen,2022
WASPO,6076,District Event Finalist,2022
WASPO,6076,Quality Award,2022
MIKNG,6077,Team Spirit Award,2022
MIMID,6077,Excellence in Engineering Award,2022
MILAK,6078,District Event Finalist,2022
MILAN,6078,Creativity Award sponsored by Rockwell Automation,2022
MILAK,6078,Creativity Award sponsored by Rockwell Automation,2022
MIFOR,6081,Team Spirit Award,2022
MIWOO,6081,Excellence in Engineering Award,2022
TANT,6083,Regional Finalists,2022
TANT,6083,Team Spirit Award,2022
MIROC,6085,District Event Winner,2022
MIMID,6087,District Event Finalist,2022
MITVC,6087,Creativity Award sponsored by Rockwell Automation,2022
MIKNG,6088,Entrepreneurship Award,2022
MIESC,6088,Creativity Award sponsored by Rockwell Automation,2022
MIMID,6098,Judges' Award,2022
MIKNG,6098,Gracious Professionalism Award,2022
ISDE1,6104,District Event Winner,2022
MXMO,6106,Woodie Flowers Finalist Award,2022
MIESC,6112,District Event Finalist,2022
MIESC,6112,Quality Award,2022
MIWMI,6114,District Event Winner,2022
MIWAL,6120,District Event Winner,2022
MIFOR,6121,District Engineering Inspiration Award,2022
MICMP,6121,FIRST Dean's List Finalist Award,2022
MITVC,6121,Entrepreneurship Award,2022
MIFOR,6122,District Event Winner,2022
MIMUS,6128,District Event Winner,2022
MELEW,6153,District Chairman's Award,2022
NHSEA,6153,District Engineering Inspiration Award,2022
NECMP2,6153,Gracious Professionalism Award,2022
TXDRI,6155,Creativity Award sponsored by Rockwell Automation,2022
ISDE4,6168,District Chairman's Award,2022
ISDE2,6168,District Engineering Inspiration Award,2022
ISDE4,6168,District Event Finalist,2022
MXMO,6170,Excellence in Engineering Award,2022
TANT,6191,Gracious Professionalism Award,2022
VA306,6194,District Event Winner,2022
MXTO,6199,FIRST Dean's List Finalist Award,2022
TUIS,6232,Regional Finalists,2022
TUIS,6232,Creativity Award sponsored by Rockwell Automation,2022
CASJ,6238,Team Spirit Award,2022
NYTR,6300,Regional Engineering Inspiration Award,2022
ZHHA,6304,Gracious Professionalism Award,2022
CAAV,6305,Team Spirit Award,2022
NHSEA,6324,District Event Finalist,2022
NHSEA,6324,Gracious Professionalism Award,2022
DC327,6326,District Event Winner,2022
DC312,6326,Imagery Award in honor of Jack Kamen,2022
NECMP,6328,Regional Chairman's Award,2022
MABOS,6328,District Chairman's Award,2022
NHGRS,6328,District Engineering Inspiration Award,2022
ROEBLING,6328,Championship Division Winner,2022
MABOS,6328,District Event Winner,2022
NHGRS,6328,District Event Winner,2022
ROEBLING,6328,Gracious Professionalism Award,2022
NECMP2,6329,District Championship Finalist,2022
NHSEA,6329,District Event Finalist,2022
MELEW,6329,District Event Finalist,2022
MELEW,6329,Entrepreneurship Award,2022
NHSEA,6329,Excellence in Engineering Award,2022
NECMP2,6329,Quality Award,2022
GACMP,6340,Regional Engineering Inspiration Award,2022
GACAR,6340,District Engineering Inspiration Award,2022
GADAL,6340,District Event Finalist,2022
GADAL,6340,Excellence in Engineering Award,2022
GACMP,6341,Imagery Award in honor of Jack Kamen,2022
MIBEL,6344,Imagery Award in honor of Jack Kamen,2022
MXMO,6348,Regional Finalists,2022
MXMO,6348,Imagery Award in honor of Jack Kamen,2022
BCVI,6351,Regional Finalists,2022
AZVA,6352,Imagery Award in honor of Jack Kamen,2022
ZHHA,6353,FIRST Dean's List Finalist Award,2022
ZHHA,6353,Entrepreneurship Award,2022
TXDRI,6357,Gracious Professionalism Award,2022
IDBO,6358,Regional Engineering Inspiration Award,2022
BCVI,6364,Regional Winners,2022
BCVI,6364,Excellence in Engineering Award,2022
TXIRV,6369,Industrial Design Award sponsored by General Motors,2022
TXCMP2,6377,Entrepreneurship Award,2022
TXWAC,6377,Gracious Professionalism Award,2022
TXAUS,6377,Autonomous Award sponsored by Ford,2022
BCVI,6390,Regional Chairman's Award,2022
BCVI,6390,Woodie Flowers Finalist Award,2022
ON306,6397,District Event Finalist,2022
NYNY,6401,Regional Engineering Inspiration Award,2022
NYTR,6402,Team Spirit Award,2022
AZVA,6413,Regional Chairman's Award,2022
TUIS,6417,Industrial Design Award sponsored by General Motors,2022
TUIS2,6417,Industrial Design Award sponsored by General Motors,2022
IACF,6419,Excellence in Engineering Award,2022
MNMI,6420,Regional Engineering Inspiration Award,2022
WIMI,6421,Regional Winners,2022
WILA,6421,Regional Winners,2022
NYRO,6421,Autonomous Award sponsored by Ford,2022
NYLI,6423,Team Spirit Award,2022
MOKC3,6424,Regional Chairman's Award,2022
OKTU,6424,Regional Engineering Inspiration Award,2022
OKTU,6424,Woodie Flowers Finalist Award,2022
IACF,6424,Quality Award,2022
OKOK,6424,Quality Award,2022
CMPTX,6429,Chairman's Award Finalist,2022
TUIS3,6429,Regional Chairman's Award,2022
TUIS3,6429,FIRST Dean's List Finalist Award,2022
TUIS3,6429,Volunteer of the Year,2022
AUSC,6432,Regional Finalists,2022
TUIS3,6436,Regional Finalists,2022
TUIS2,6436,Regional Finalists,2022
TUIS2,6436,Woodie Flowers Finalist Award,2022
TUIS3,6436,Judges' Award,2022
TUIS2,6436,Autonomous Award sponsored by Ford,2022
ORSAL,6443,Creativity Award sponsored by Rockwell Automation,2022
NDGF,6453,Regional Winners,2022
NDGF,6453,Wildcard,2022
TUIS2,6459,Imagery Award in honor of Jack Kamen,2022
FLTA,6473,Team Spirit Award,2022
AUSC,6476,Imagery Award in honor of Jack Kamen,2022
AZVA,6479,FIRST Dean's List Finalist Award,2022
AZVA,6479,Autonomous Award sponsored by Ford,2022
BCVI,6485,Regional Engineering Inspiration Award,2022
BCVI,6485,Regional Finalists,2022
INKOK,6498,District Event Winner,2022
INCMP,6498,Team Spirit Award,2022
INCOL,6498,Gracious Professionalism Award,2022
NCGRE,6500,District Event Finalist,2022
NCGRE,6500,Industrial Design Award sponsored by General Motors,2022
NCGUI,6500,Innovation in Control Award,2022
NCGUI,6502,District Event Finalist,2022
NCASH,6502,District Event Finalist,2022
NCGUI,6502,Team Spirit Award,2022
NCASH,6502,Excellence in Engineering Award,2022
NCCMP,6502,Innovation in Control Award,2022
DC326,6504,District Event Winner,2022
AUSC,6510,Regional Winners,2022
CARVER,6510,Championship Division Finalist,2022
AUSC,6510,Woodie Flowers Finalist Award,2022
AUSC,6510,Quality Award,2022
ALHU,6517,Regional Finalists,2022
MIWOO,6538,Imagery Award in honor of Jack Kamen,2022
CASD,6560,Regional Winners,2022
CASD,6560,Innovation in Control Award,2022
MISAL,6570,Quality Award,2022
MNDU,6574,Gracious Professionalism Award,2022
ARLI,6586,Regional Winners,2022
ARLI,6586,Wildcard,2022
MXTO,6608,Quality Award,2022
MIKET,6610,District Event Finalist,2022
MIWOO,6618,District Event Winner,2022
MICMP2,6618,Team Spirit Award,2022
MIWOO,6618,Gracious Professionalism Award,2022
QCMO1,6622,Regional Winners,2022
MICMP,6637,Regional Chairman's Award,2022
MIKNG,6637,District Chairman's Award,2022
MIESC,6637,District Event Winner,2022
MIESC,6637,Innovation in Control Award,2022
MIMID,6642,District Event Winner,2022
MXMO,6647,Creativity Award sponsored by Rockwell Automation,2022
CMPTX,6652,Chairman's Award Finalist,2022
ALHU,6652,Regional Chairman's Award,2022
ALHU,6652,Regional Finalists,2022
MXTO,6652,Industrial Design Award sponsored by General Motors,2022
CMPTX,6672,Championship Winner,2022
GALILEO,6672,Championship Division Winner,2022
TXFOR,6672,District Event Finalist,2022
TXIRV,6672,District Event Finalist,2022
TXFOR,6672,Industrial Design Award sponsored by General Motors,2022
TXIRV,6672,Creativity Award sponsored by Rockwell Automation,2022
TXAMA,6682,Team Spirit Award,2022
MXMO,6694,Industrial Design Award sponsored by General Motors,2022
GADAL,6705,District Event Finalist,2022
GADAL,6705,Industrial Design Award sponsored by General Motors,2022
GACAR,6705,Excellence in Engineering Award,2022
GACMP,6705,Creativity Award sponsored by Rockwell Automation,2022
GADAL,6712,District Event Winner,2022
INWLA,6721,Judges' Award,2022
NCGRE,6729,Innovation in Control Award,2022
MAWOR,6731,District Event Finalist,2022
ISDE1,6740,Imagery Award in honor of Jack Kamen,2022
ISDE3,6740,Imagery Award in honor of Jack Kamen,2022
ISCMP,6740,Imagery Award in honor of Jack Kamen,2022
ISDE1,6741,District Event Winner,2022
MNMI2,6749,Regional Winners,2022
MNMI2,6749,Wildcard,2022
MIMID,6753,District Event Finalist,2022
MILAK,6753,Excellence in Engineering Award,2022
TXCMP,6800,District Championship Winner,2022
TXCMP1,6800,District Championship Winner,2022
TXDRI,6800,District Event Winner,2022
TXAUS,6800,District Event Winner,2022
TXDRI,6800,Excellence in Engineering Award,2022
TXAUS,6800,Excellence in Engineering Award,2022
TXCMP1,6800,Autonomous Award sponsored by Ford,2022
VA306,6802,District Event Finalist,2022
NYLI2,6806,Judges' Award,2022
PAPHI,6808,District Event Finalist,2022
OKTU,6809,Gracious Professionalism Award,2022
CASF,6814,Gracious Professionalism Award,2022
CASJ,6814,Gracious Professionalism Award,2022
NYTR,6823,FIRST Dean's List Finalist Award,2022
NYTR,6823,Woodie Flowers Finalist Award,2022
NVLV,6824,Judges' Award,2022
GAALB,6829,District Event Finalist,2022
GACMP,6829,Judges' Award,2022
GADAL,6829,Innovation in Control Award,2022
GAALB,6829,Imagery Award in honor of Jack Kamen,2022
WASPO,6831,District Chairman's Award,2022
PNCMP,6831,FIRST Dean's List Finalist Award,2022
WASPO,6831,District Event Finalist,2022
ORORE,6831,Creativity Award sponsored by Rockwell Automation,2022
MXMO,6832,FIRST Dean's List Finalist Award,2022
MXMO,6832,FIRST Dean's List Finalist Award,2022
MXMO,6832,Judges' Award,2022
MXMO,6832,Team Spirit Award,2022
CALA,6832,Gracious Professionalism Award,2022
AZVA,6833,FIRST Dean's List Finalist Award,2022
AZVA,6833,Team Spirit Award,2022
TUIS3,6838,Regional Winners,2022
TUIS2,6838,Regional Winners,2022
TUIS2,6838,Excellence in Engineering Award,2022
TUIS3,6838,Autonomous Award sponsored by Ford,2022
MOKC,6843,Team Spirit Award,2022
UTWV,6844,Regional Winners,2022
UTWV,6844,Wildcard,2022
ON034,6859,District Event Winner,2022
NJTAB,6860,Judges' Award,2022
NJFLA,6860,Entrepreneurship Award,2022
MIMCC,6861,District Event Finalist,2022
MILIV,6861,Creativity Award sponsored by Rockwell Automation,2022
MIMCC,6861,Innovation in Control Award,2022
MICMP3,6861,Imagery Award in honor of Jack Kamen,2022
ONCMP,6865,FIRST Dean's List Finalist Award,2022
ON263,6865,Judges' Award,2022
ON034,6865,Judges' Award,2022
ONCMP,6865,Entrepreneurship Award,2022
QCMO1,6869,Regional Engineering Inspiration Award,2022
VA306,6882,Judges' Award,2022
VA320,6882,Judges' Award,2022
CASJ,6884,Entrepreneurship Award,2022
CAMB,6884,Gracious Professionalism Award,2022
MXTO,6896,Regional Finalists,2022
NJBRI,6897,District Event Finalist,2022
TXIRV,6901,District Event Finalist,2022
TUIS,6902,Innovation in Control Award,2022
CALA,6904,Judges' Award,2022
GACAR,6905,Gracious Professionalism Award,2022
ZHHA,6907,Regional Chairman's Award,2022
ZHHA,6907,Regional Engineering Inspiration Award,2022
HIHO,6909,FIRST Dean's List Finalist Award,2022
HIHO,6909,Gracious Professionalism Award,2022
GAALB,6910,District Event Winner,2022
GACOL,6910,Gracious Professionalism Award,2022
NYLI,6911,Regional Finalists,2022
NYNY,6911,Entrepreneurship Award,2022
GAALB,6919,District Engineering Inspiration Award,2022
GAALB,6919,District Event Winner,2022
GACOL,6919,District Event Winner,2022
CARVER,6919,Judges' Award,2022
GACMP,6919,Gracious Professionalism Award,2022
GACOL,6919,Autonomous Award sponsored by Ford,2022
GAALB,6925,Team Spirit Award,2022
GACOL,6925,Team Spirit Award,2022
QCMO2,6929,Imagery Award in honor of Jack Kamen,2022
NCPEM,6932,Entrepreneurship Award,2022
NCASH,6932,Team Spirit Award,2022
MABOS,6933,Gracious Professionalism Award,2022
ZHHA,6940,FIRST Dean's List Finalist Award,2022
ZHHA,6941,Woodie Flowers Finalist Award,2022
ZHHA,6941,Autonomous Award sponsored by Ford,2022
TUIS3,6948,Regional Finalists,2022
TUIS3,6948,Excellence in Engineering Award,2022
INCOL,6956,Industrial Design Award sponsored by General Motors,2022
INCMP,6956,Imagery Award in honor of Jack Kamen,2022
MITVC,6963,District Event Winner,2022
TXAMA,6974,Creativity Award sponsored by Rockwell Automation,2022
ON410,6978,Imagery Award in honor of Jack Kamen,2022
TUIS2,6988,Regional Engineering Inspiration Award,2022
TUIS2,6988,FIRST Dean's List Finalist Award,2022
TUIS3,6988,Entrepreneurship Award,2022
CAAV,6989,Regional Finalists,2022
CAAV,6989,Woodie Flowers Finalist Award,2022
TUIS3,6989,Gracious Professionalism Award,2022
NVLV,6995,Innovation in Control Award,2022
TANT,6998,Regional Chairman's Award,2022
TANT,6998,Woodie Flowers Finalist Award,2022
TANT,6998,Entrepreneurship Award,2022
HOPPER,6998,Quality Award,2022
MXTO,7018,Entrepreneurship Award,2022
WILA,7021,Regional Winners,2022
WILA,7021,Innovation in Control Award,2022
MNDU2,7021,Autonomous Award sponsored by Ford,2022
MNMI,7028,Regional Finalists,2022
NDGF,7028,Innovation in Control Award,2022
MNMI,7028,Autonomous Award sponsored by Ford,2022
ORSAL,7034,District Engineering Inspiration Award,2022
PNCMP,7034,FIRST Dean's List Finalist Award,2022
ORORE,7034,District Event Winner,2022
ORSAL,7034,District Event Winner,2022
NEWTON,7034,Championship Division Finalist,2022
ORORE,7034,Innovation in Control Award,2022
MXTO,7037,Imagery Award in honor of Jack Kamen,2022
ISCMP,7039,Woodie Flowers Finalist Award,2022
ISDE3,7039,Excellence in Engineering Award,2022
CALA,7042,Industrial Design Award sponsored by General Motors,2022
CAOC,7042,Quality Award,2022
PABEN,7045,Team Spirit Award,2022
ZHHA,7047,Team Spirit Award,2022
MICMP2,7054,District Championship Finalist,2022
MIMUS,7054,Excellence in Engineering Award,2022
MILAN,7056,District Event Winner,2022
MILAN,7056,Industrial Design Award sponsored by General Motors,2022
ISDE4,7067,Imagery Award in honor of Jack Kamen,2022
FLOR,7072,Regional Winners,2022
FLOR,7072,Wildcard,2022
FLOR,7072,Imagery Award in honor of Jack Kamen,2022
TUIS2,7086,Quality Award,2022
LAKE,7094,Regional Winners,2022
LAKE,7094,Wildcard,2022
MOSL,7117,Team Spirit Award,2022
MAWNE,7127,District Event Winner,2022
MIDET,7145,Team Spirit Award,2022
ZHHA,7146,Quality Award,2022
MISAL,7147,Judges' Award,2022
MAWOR,7153,Judges' Award,2022
MAWNE,7153,Imagery Award in honor of Jack Kamen,2022
CAOC,7157,Regional Finalists,2022
CADA,7157,Regional Finalists,2022
CALA,7157,Regional Finalists,2022
CADA,7157,Wildcard,2022
CADA,7157,Imagery Award in honor of Jack Kamen,2022
MIMUS,7160,Entrepreneurship Award,2022
MIFOR,7160,Innovation in Control Award,2022
BCVI,7167,Regional Winners,2022
MICMP,7174,Regional Engineering Inspiration Award,2022
MILIV,7174,District Engineering Inspiration Award,2022
ISDE3,7177,Judges' Award,2022
MICMP2,7178,District Championship Winner,2022
MIWAL,7178,District Event Finalist,2022
MIWAL,7178,Excellence in Engineering Award,2022
MIDET,7191,District Event Finalist,2022
MIDET,7191,Creativity Award sponsored by Rockwell Automation,2022
MILIV,7191,Innovation in Control Award,2022
MITRY,7192,District Event Finalist,2022
MIKEN,7195,Judges' Award,2022
MILAN,7195,Gracious Professionalism Award,2022
MIJAC,7197,Innovation in Control Award,2022
INCOL,7198,Team Spirit Award,2022
MIKET,7202,Team Spirit Award,2022
MIJAC,7202,Imagery Award in honor of Jack Kamen,2022
MIBEL,7211,Quality Award,2022
MILAN,7220,Innovation in Control Award,2022
MIFOR,7226,Entrepreneurship Award,2022
MIESC,7244,Excellence in Engineering Award,2022
MIFOR,7244,Imagery Award in honor of Jack Kamen,2022
CASF,7245,Judges' Award,2022
NYNY,7272,Gracious Professionalism Award,2022
TUIS3,7285,Regional Winners,2022
TUIS2,7285,Regional Winners,2022
TUIS2,7285,Gracious Professionalism Award,2022
TUIS3,7285,Innovation in Control Award,2022
TXCHA,7312,District Event Finalist,2022
TXAUS,7312,Entrepreneurship Award,2022
TXCHA,7312,Entrepreneurship Award,2022
MELEW,7314,Judges' Award,2022
GACMP,7315,District Championship Winner,2022
BCVI,7332,Team Spirit Award,2022
FLWP,7403,Entrepreneurship Award,2022
CTHAR,7407,District Engineering Inspiration Award,2022
NECMP,7407,FIRST Dean's List Finalist Award,2022
NHGRS,7407,District Event Winner,2022
CTHAR,7407,District Event Finalist,2022
NHGRS,7407,Innovation in Control Award,2022
CAMB,7413,FIRST Dean's List Finalist Award,2022
PABEN,7414,District Event Winner,2022
PAHAT,7414,Judges' Award,2022
WIMI,7417,Entrepreneurship Award,2022
ILPE,7417,Entrepreneurship Award,2022
TXPAS,7418,Imagery Award in honor of Jack Kamen,2022
CASJ,7419,Regional Winners,2022
CASJ,7419,Wildcard,2022
MXMO,7421,Regional Winners,2022
MXMO,7421,Innovation in Control Award,2022
AZFL,7426,Team Spirit Award,2022
LAKE,7428,FIRST Dean's List Finalist Award,2022
LAKE,7428,Entrepreneurship Award,2022
VA306,7429,District Event Winner,2022
VA320,7429,District Event Winner,2022
VA306,7429,Innovation in Control Award,2022
VA320,7429,Imagery Award in honor of Jack Kamen,2022
FLOR,7431,Entrepreneurship Award,2022
FLTA,7431,Entrepreneurship Award,2022
NCPEM,7443,Excellence in Engineering Award,2022
GACMP,7451,Regional Chairman's Award,2022
GADAL,7451,District Chairman's Award,2022
GACAR,7451,District Event Finalist,2022
INCMP,7454,Entrepreneurship Award,2022
INKOK,7454,Entrepreneurship Award,2022
INCOL,7454,Creativity Award sponsored by Rockwell Automation,2022
INCOL,7457,District Event Winner,2022
INWLA,7457,District Event Winner,2022
INCMP,7457,District Championship Finalist,2022
INCOL,7457,Autonomous Award sponsored by Ford,2022
INWLA,7457,Imagery Award in honor of Jack Kamen,2022
PACA,7460,Gracious Professionalism Award,2022
WASNO,7461,District Engineering Inspiration Award,2022
WAYAK,7461,District Event Finalist,2022
WASNO,7461,District Event Finalist,2022
